Sr No,date,startup,vertical,subvertical,city,investors,round,amount,year,month
1764,2016-04-12,Happydemic,Software,Artist Discovery  Booking Platform,Mumbai,Shaan,Seed Funding,0.0,2016,4
1765,2016-04-12,Lendenclub,Finance,Peer-To-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,0.0,2016,4
1766,2016-04-12,Indicom,Software,Video Social Network,Not Specific,Anil Kapoor,Seed Funding,0.0,2016,4
1767,2016-04-13,Legalraasta,Software,Online Legal Services For Startups,Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,8.25,2016,4
1768,2016-04-13,Raincan,Software,Subscription-Based Grocery Delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,1.2375,2016,4
1769,2016-04-13,Hippily,E-Commerce,Fashion Ecommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,2.0625,2016,4
1770,2016-04-13,Kredx,E-Commerce,Invoice Discounting Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,6.1875,2016,4
1771,2016-04-14,Wedwise,Software,Wedding Related Services Community,Delhi,StartUp Equity Partners,Seed Funding,0.0,2016,4
1772,2016-04-14,Beaconstalk,Software,Contextual Mobile Advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,0.825,2016,4
1773,2016-04-15,Deal 4Loans,Software,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,0.0,2016,4
1774,2016-04-15,Renewbuy,Software,Online Car  Bike Insurance Comparison Portal,Delhi,Mount Nathan Advisors,Seed Funding,8.25,2016,4
1775,2016-04-15,Blue Box Media,Software,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,0.0,2016,4
1776,2016-04-15,Vyomo,Software,On-Demand Beauty Service Provider,Delhi,Naturals Salon Chain,Unknown,123.75,2016,4
1777,2016-04-15,Organicshop,E-Commerce,Marketplace For Organic Products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,0.0,2016,4
1778,2016-04-15,Mind Your Fleet,Software,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,0.0,2016,4
1779,2016-04-15,Nestaway,Software,Furnished Home Rental Platform,Bangalore,Tiger Global,Unknown,247.5,2016,4
1780,2016-04-15,Tapchief,Software,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,1.2375,2016,4
1781,2016-04-18,Rapido,Software,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Unknown,0.0,2016,4
1782,2016-04-18,Yufta,E-Commerce,Womens Fashion Ecommerce Portal,Bangalore,Ajay Data & other HNIs,Seed Funding,0.0,2016,4
1783,2016-04-18,Smytten,E-Commerce,Online Discovery And Shopping Platform,Gurgaon,Rajan Anandan,Seed Funding,0.0,2016,4
1784,2016-04-18,Houssup,Software,Interior Design And Home Furnishing Portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,0.0,2016,4
1785,2016-04-18,Jugnoo,Software,On-Demand Delivery  Logistics Platform,Chandigarh,Paytm & existing investors,Unknown,82.5,2016,4
1786,2016-04-18,Tork Motocycles,Automobile,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,0.0,2016,4
1787,2016-04-19,Etaout,E-Commerce,Customer Intelligence And Marketing Automation Platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Unknown,12.375,2016,4
1788,2016-04-19,Driverscart,Software,On-Demand Chauffeur Provider,Chennai,ah! Ventures,Seed Funding,3.7125,2016,4
1789,2016-04-19,Lenskart,E-Commerce,Eyewear Etailing Platform,Delhi,Ratan Tata,Unknown,0.0,2016,4
1790,2016-04-19,Collegedekho,Software,College  Student Information Platform,Delhi,Man Capital,Unknown,16.5,2016,4
1791,2016-04-19,Oyofit,Software,Fitness Services Aggregator Platform,Bangalore,RN Agarwal,Seed Funding,0.0,2016,4
1792,2016-04-19,Oliveboard,Software,Online Exam Practice  Preparation Platform,Bangalore,India Educational Investment Fund,Unknown,0.0,2016,4
1793,2016-04-19,Simplilearn,Software,Online Certification Platform,Bangalore,Brand Capital,Unknown,0.0,2016,4
1794,2016-04-20,1Mg,E-Commerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Unknown,123.75,2016,4
1795,2016-04-20,Fashalot,Software,Fashion And Store Discovery Mobile App,Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,0.0,2016,4
1796,2016-04-20,Broomberg,Software,Cleaning Services Provider,Delhi,Undisclosed Angel investors & HNIs,Seed Funding,0.0,2016,4
1797,2016-04-21,Mpaani,Software,Loyalty Rewards Platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,0.0,2016,4
1798,2016-04-21,Yufta,E-Commerce,Hyperlocal Fashion Retail Platform,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,0.0,2016,4
1799,2016-04-21,Mishtag,Software,Style Fashion Discovery Mobile App,Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,0.0,2016,4
1800,2016-04-21,Advanced Structures India,Automobile,Automotive Design And Engineering Company,Bangalore,GirnarSoft,Unknown,0.0,2016,4
1801,2016-04-22,Licious,E-Commerce,Mobile Based Meat Ordering App,Bangalore,Mayfield India II Management Ltd,Unknown,24.75,2016,4
1802,2016-04-22,Knolskae,Software,Educational Gamification  Simulation Platform,Bangalore,"Inventus Capital Partners, HR Fund",Unknown,0.0,2016,4
1803,2016-04-22,Druva,Software,Converged Backup  Data Protection Solutions For Enterprises,Pune,"NTT Finance, Telephone Corporation",Unknown,0.0,2016,4
1804,2016-04-22,Toko Innovation Studios,Software,Childrens Entertainment Games  Products,Delhi,Indian Angel network,Seed Funding,3.7125,2016,4
1805,2016-04-25,Commut,Software,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,1.65,2016,4
1806,2016-04-25,Intouchapp,Software,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,0.0,2016,4
1807,2016-04-25,Dropkaffe,Consumables,Ready-To-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,4.5375,2016,4
1808,2016-04-26,Transerv,Software,Digital Payments Platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Unknown,123.75,2016,4
1809,2016-04-26,Cleartax,Software,Online Filing Of Tax Returns,Bangalore,"Max Levchin, Scott Banister",Unknown,10.725,2016,4
1810,2016-04-26,Roposo,E-Commerce,Social Fashion Ecommerce Discovery Platform,Gurgaon,Bertelsmann India Investments,Unknown,123.75,2016,4
1811,2016-04-27,Milkbasket,Software,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed Funding,4.125,2016,4
1812,2016-04-27,Careongo,Software,Online Pharmacy,Not Specific,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,0.0,2016,4
1813,2016-04-27,Railyatri,Software,Train Related Information Portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Unknown,0.0,2016,4
1814,2016-04-27,Ichr,Software,Mobile Based Children Health Information App,Delhi,Undisclosed,Seed Funding,3.7125,2016,4
1815,2016-04-27,Murgency,Software,Medical Emergency Response App,Mumbai,Axilor Ventures,Unknown,0.0,2016,4
1816,2016-04-28,The Wedding Brigade,Software,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,4.95,2016,4
1817,2016-04-28,Docsapp,Software,Online Doctor Discovery  Chat Platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Unknown,9.9,2016,4
1818,2016-04-29,Impact Guru,Software,Online Crowdfunding Platform For Ngos  Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,4.125,2016,4
1819,2016-04-29,Letreach,E-Commerce,Ecommerce Saas Solutions,Delhi,vCommission,Unknown,0.825,2016,4
1820,2016-03-01,Driveu,Software,Chauffeurs Discovery For Private Car Owners,Bangalore,Unitus Seed Fund,Seed Funding,0.0,2016,3
1821,2016-03-01,Gympik,Software,Fitness Centres Gym Discovery Online Marketplace,Bangalore,RoundGlass Partners,Unknown,0.0,2016,3
1822,2016-03-01,Testbook,Software,Online Test Preparation Platform,Mumbai,S Chand & Co,Unknown,0.0,2016,3
1823,2016-03-01,Iqlect,Software,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Unknown,0.0,2016,3
1824,2016-03-02,Momark,Software,Mobile Wallet Aggregation Platform,Noida,YourNest Angel Fund,Unknown,4.95,2016,3
1825,2016-03-02,Skedool,Software,Ai Based Office Assistant Mobile App,Bangalore,"Kludein LLC\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,0.0,2016,3
1826,2016-03-02,Systemantics,Software,Industrial Robots Maker,Bangalore,"Nandan Nilekani, Accel Partners",Unknown,11.55,2016,3
1827,2016-03-03,Vertuals,Software,Audio Visual Digital Content Creators For Brands,Mumbai,Dino Morea,Seed Funding,0.0,2016,3
1828,2016-03-03,Imarticus Learning,Education,Fiothercial Services  Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Unknown,8.25,2016,3
1829,2016-03-03,Shouut,Software,Social Discovery Mobile App,Delhi,Undisclosed investor,Seed Funding,4.125,2016,3
1830,2016-03-04,Tinystep,Software,Parenting Social Network Platform,Bangalore,Matt Glickman,Unknown,0.0,2016,3
1831,2016-03-04,Aahaa,E-Commerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Unknown,8.25,2016,3
1832,2016-03-04,Arcatron,Software,Smart Wheelchair Design And Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,0.0,2016,3
1833,2016-03-04,Ftcash,Software,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,1.2375,2016,3
1834,2016-03-04,Civilsdaily,Software,Civil Services News Aggregator,Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,0.0,2016,3
1835,2016-03-04,Zappka,Software,Mobile App Discovery And Review Platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,0.825,2016,3
1836,2016-03-04,Tarusa World,E-Commerce,Handicraft Products Etailer,Mumbai,Mohit Gulati,Seed Funding,0.0,2016,3
1837,2016-03-04,Medecube,Healthcare & Hospitality,Healthcare Related Services Provider,Gurgaon,Artiman Ventures,Unknown,33.0,2016,3
1838,2016-03-07,Now,Software,Bike Taxi Service  Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,4.125,2016,3
1839,2016-03-07,Ninjacart,E-Commerce,B2B Marketplace For Farmers  Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Unknown,24.75,2016,3
1840,2016-03-07,Reach,Software,Cross Platform P2P File Sharing Mobile App,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,4.125,2016,3
1841,2016-03-07,Vanity Cube,Software,Hyperlocal Beauty Services Platform,Delhi,Unicorn Ventures,Seed Funding,2.0625,2016,3
1842,2016-03-07,Wooplr,E-Commerce,Curated Fashion Ecommerce Portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,0.0,2016,3
1843,2016-03-07,Medidaili,Software,Medical Support Service Platform,Bangalore,Undisclosed private investors,Seed Funding,0.825,2016,3
1844,2016-03-08,Finomena,Software,Credit Worthiness Big Data Analytics,Delhi,Matrix Partners India,Unknown,0.0,2016,3
1845,2016-03-08,Cookaroo,Software,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed Funding,0.0,2016,3
1846,2016-03-08,Vphrase Analytics,Software,Ai Based Data Analytics Platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,0.0,2016,3
1847,2016-03-08,Lovecycles,Software,Womens Health Tracker,Bangalore,Prime Venture Partners,Seed Funding,6.1875,2016,3
1848,2016-03-08,Kartrocket,E-Commerce,Ecommerce Saas Platform,Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Unknown,66.0,2016,3
1849,2016-03-08,Dunzo,Software,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,5.3625,2016,3
1850,2016-03-09,Indiamart,E-Commerce,B2B Marketplace For Smbs,Noida,Amadeus Capital,Unknown,0.0,2016,3
1851,2016-03-09,Smartvizx,Software,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,4.125,2016,3
1852,2016-03-09,Mygubbi,Real Estate,Interior Design  Home Dcor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,20.625,2016,3
1853,2016-03-09,Nukkad Shops,Software,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,8.25,2016,3
1854,2016-03-09,Cloudacar,Software,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,0.0,2016,3
1855,2016-03-09,Justride,Software,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,3.3,2016,3
1856,2016-03-09,Yana,Software,Personal Ai Transaction Engine App,Gurgaon,"Puneet Gupta,",Seed Funding,0.0,2016,3
1857,2016-03-10,Big Fish Ventures,Consumables,Premium Dining Lounges Chain,Delhi,Undisclosed investors,Unknown,91.575,2016,3
1858,2016-03-10,Stylflip,E-Commerce,Pre-Owned Fashion Marketplace Mobile App,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,0.0,2016,3
1859,2016-03-10,Icertis,Software,Contract Management Software Solutions Platform,PuneSeattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Unknown,123.75,2016,3
1860,2016-03-10,Supplified,E-Commerce,Construction Material Etailer,Delhi,Mohit Goel,Seed Funding,8.25,2016,3
1861,2016-03-11,Jollyfoodfellow,Software,Food Related Marketing  Branding Platform,Ahmedabad,Janak Parikh,Seed Funding,0.0,2016,3
1862,2016-03-14,Pinkblue,E-Commerce,Medical Supplies Etailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,1.844766,2016,3
1863,2016-03-14,Truckingcube,Logistics,Domestic Commercial And Industrial Goods Movers,Delhi,Agarwal Movers Group,Unknown,122.925,2016,3
1864,2016-03-14,Eswasthya,Software,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,0.0,2016,3
1865,2016-03-15,Flipclass,Software,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Unknown,8.25,2016,3
1866,2016-03-15,Proximit,Software,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,1.2375,2016,3
1867,2016-03-15,Withme,Software,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,2.0625,2016,3
1868,2016-03-16,Gapoon,Software,Hyperlocal Home Mainteotherce Services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,1.485,2016,3
1869,2016-03-16,Avagmah,Software,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,0.0,2016,3
1870,2016-03-16,Workindia,Software,Online Job Board,Mumbai,Beenext,Seed Funding,0.0,2016,3
1871,2016-03-16,Wealthy,Software,Online Investment Management Portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,2.0625,2016,3
1872,2016-03-17,Pramati,Healthcare & Hospitality,Specialized Patient Care Platform,Noida,Undisclosed investors,Seed Funding,1.65,2016,3
1873,2016-03-17,Qlivery,Software,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,1.8975,2016,3
1874,2016-03-17,Healthenablr,Software,Doctor Discovery And Booking Platform,Mumbai,Undisclosed investors,Seed Funding,6.6,2016,3
1875,2016-03-17,Liftiee,Software,Car Bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,0.891,2016,3
1876,2016-03-18,Hello Curry,Consumables,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Unknown,12.375,2016,3
1877,2016-03-19,Gosporto,Software,Online Sports Discovery And Booking Platform,Delhi,Naveen Gupta,Seed Funding,0.2475,2016,3
1878,2016-03-21,Oneclickwash,Software,Online Laundry  Washing Service Booking  Delivery,Gurgaon,Unitus Seed Fund,Seed Funding,0.0,2016,3
1879,2016-03-21,Girnar Software,Software,Online News Media Network,Jaipur,Google Capital,Unknown,0.0,2016,3
1880,2016-03-21,Room On Call,Software,Budget Hotel Aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Unknown,16.5,2016,3
1881,2016-03-22,Byjus,Software,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Unknown,618.75,2016,3
1882,2016-03-22,Bigbasket,E-Commerce,Online Grocery Shop,Bangalore,Abraaj Group,Unknown,1237.5,2016,3
1883,2016-03-22,Drivojoy,Software,On-Demand 2-Wheeler Servicing Platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,4.95,2016,3
1884,2016-03-22,Smartron,Software,Internet Of Things Device Manufacturer,Bangalore,Sachin Tendulkar,Unknown,0.0,2016,3
1885,2016-03-22,Lifcare,Software,Online Pharmacy Portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,0.0,2016,3
1886,2016-03-22,Creditseva,Software,Online Credit Management Tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,2.97,2016,3
1887,2016-03-22,Cityshor,Software,Online Lifestyle Media Recommendation Portal,Ahmedabad,GAIN,Seed Funding,0.0,2016,3
1888,2016-03-23,Endless Robotics,Software,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,0.825,2016,3
1889,2016-03-23,Sp Robotics,Software,Robotic Classes For Students,Chennai,"Indian Angel Network,",Seed Funding,2.475,2016,3
1890,2016-03-23,Stalkbuylove,E-Commerce,Fashion Etailer,Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,0.0,2016,3
1891,2016-03-23,Ekincare,Software,Healthcare Related Solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Unknown,2.7225,2016,3
1892,2016-03-23,Hashlearn,Software,Mobile Based Private Tutoring Services,Not Specific,"Bhavish Aggarwal, Binny Bansal, Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,0.0,2016,3
1893,2016-03-23,Wheelstreet,Software,Online Bike Rental Platform,Bangalore,Broadbean Capital services,Unknown,4.125,2016,3
1894,2016-03-24,Horntell,Software,Unified Push Notification Service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,1.2375,2016,3
1895,2016-03-28,Schoolkart,E-Commerce,Online Marketplace For Schools,Noida,Undisclosed investors,Seed Funding,2.475,2016,3
1896,2016-03-29,Healtheminds,Software,Online Mental Healthcare,Bangalore,Robin Utthappa,Seed Funding,0.0,2016,3
1897,2016-03-29,Babygogo,Software,Child Healthcare Experts Aggregator Mobile App,Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,2.475,2016,3
1898,2016-03-29,Veritas Finance,Finance,Asset Based Lending Platform,Chennai,Sarva Capital,Unknown,38.775,2016,3
1899,2016-03-29,Qikship,Software,Mobile Based Logistics Provider,Delhi,undisclosed investors,Seed Funding,1.65,2016,3
1900,2016-03-29,Fixnix,Software,Grc Saas Platform,Chennai,Jay Vijayan,Seed Funding,4.125,2016,3
1901,2016-03-30,True Balance,Software,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Unknown,0.0,2016,3
1902,2016-03-30,Touchkin,Healthcare & Hospitality,Predictive Healthcare Platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,3.3,2016,3
1903,2016-03-31,Switchme,Software,Home Loan Rate Comparison Platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,0.0,2016,3
1904,2016-03-31,Transcell,Healthcare & Hospitality,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed Funding,0.0,2016,3
1905,2016-02-01,Blue Tokai Coffee,E-Commerce,Specialty Coffee Etailer,Delhi,Snow Leopard Technology Ventures,Seed Funding,0.0,2016,2
1906,2016-02-02,Altizone,Software,Iot  M2M Solutions,Pune,"Wipro Ventures, Lumis Partners",Unknown,33.0,2016,2
